time elevInput throttleInput alphaTrue alphaMeasured pitchRateTrue pitchRateMeasured
0.38 0.0811383049318629 0 0.0452769140165179 0.0437502462282472 -0.0101043309231818 -0.00785967718491381
0.39 0.0821073364347364 0 0.0451561878237706 0.0465538402643182 -0.0105550617247469 -0.00385501933568386
0.4 0.0829953379094877 0 0.0450313476977428 0.043131197445967 -0.01100879267559 -0.00669298330150735
0.41 0.0838014330058708 0 0.04490242129641 0.0416706588150515 -0.0114649714730561 -0.0122199164980131
0.42 0.0845248262053468 0 0.0447694419659039 0.0499967941390784 -0.0119230436785021 -0.00888366252488234
0.43 0.0851648036061641 0 0.0446324486940627 0.0424057921913617 -0.0123824532689571 -0.0188857985528422
0.44 0.0857207336278934 0 0.0444914860584545 0.0447871113944001 -0.0128426431902682 -0.013888097748233
0.45 0.0861920676347216 0 0.0443466041689253 0.0429227979526071 -0.0133030559111862 -0.0118893676969502
0.46 0.0865783404768888 0 0.0441978586047287 0.0420951801445841 -0.0137631339778454 -0.00989430634430412
0.47 0.0868791709497349 0 0.0440453103462998 0.0463402463551561 -0.014222320568091 -0.0157380281981974
0.48 0.0870942621699032 0 0.0438890257017418 0.0423611181741775 -0.0146800600451071 -0.0151090398145216
0.49 0.0872234018683274 0 0.0437290762280978 0.0443409432352078 -0.0151357985097996 -0.0158095011693362
0.5 0.0872664625997165 0 0.0435655386474858 0.0427416783097589 -0.0155889843513908 -0.0178620698593886
0.51 0.0872234018683274 0 0.0433984947581808 0.0440951155368714 -0.0160390687956809 -0.020518945918158
0.52 0.0870942621699032 0 0.0432280313407318 0.0433889929300924 -0.0164855064504374 -0.0198042980879931
0.53 0.0868791709497349 0 0.043054240059207 0.0482065911001335 -0.0169277558473744 -0.0101523402173178
0.54 0.0865783404768888 0 0.0428772173576648 0.0440668631834263 -0.0173652799801874 -0.0168752638381715
0.55 0.0861920676347216 0 0.0426970643519542 0.0409110006885861 -0.0177975468381131 -0.016205926972048
0.56 0.0857207336278934 0 0.0425138867169496 0.0411952448260967 -0.018224029934489 -0.0171807914794274
0.57 0.0851648036061641 0 0.0423277945693353 0.0425358495427375 -0.0186442088297907 -0.0183551487074702
0.58 0.0845248262053468 0 0.0421389023460518 0.0417718005638792 -0.0190575696486322 -0.0222120629854774
0.59 0.0838014330058708 0 0.0419473286785275 0.0434686305683531 -0.0194636055902194 -0.0191774938986158
0.6 0.0829953379094877 0 0.0417531962628182 0.0474846827536186 -0.0198618174317531 -0.0205862385196636
0.61 0.0821073364347364 0 0.0415566317257845 0.0385656797214385 -0.0202517140242857 -0.018928310444079
0.62 0.0811383049318629 0 0.0413577654874381 0.0402498243979083 -0.0206328127805435 -0.0242909454975525
0.63 0.0800891997179679 0 0.0411567316195949 0.0399767384393941 -0.0210046401542324 -0.0182140155013242
0.64 0.0789610561332376 0 0.0409536677009726 0.0413955492245022 -0.0213667321103559 -0.0208185942467595
0.65 0.0777549875191876 0 0.0407487146688788 0.0430239441112221 -0.0217186345860802 -0.0250866915239272
0.66 0.0764721841199295 0 0.0405420166676336 0.0417803676407541 -0.0220599039416949 -0.0232036863771718
0.67 0.0751139119075438 0 0.0403337208938792 0.0379365889531109 -0.0223901074012213 -0.0258435347859861
0.68 0.0736815113327178 0 0.0401239774389272 0.0406376770723798 -0.0227088234822373 -0.0259047235136666
0.69 0.0721763960018831 0 0.0399129391283013 0.0339354549534299 -0.0230156424144932 -0.0225833931340474
0.7 0.0706000512821564 0 0.039700761358633 0.0363982874736769 -0.0233101665469065 -0.025930456545043
0.71 0.0689540328354617 0 0.0394876019320722 0.0335100424381308 -0.0235920107425352 -0.0237708056209999
0.72 0.0672399650832797 0 0.0392736208883758 0.0378744889139897 -0.0238608027611393 -0.0228824289220534
0.73 0.0654595396035398 0 0.0390589803348408 0.0416482801897139 -0.0241161836289543 -0.0220337587333261
0.74 0.0636145134612373 0 0.0388438442742505 0.0442686353183117 -0.0243578079953121 -0.0233233821432503
0.75 0.0617067074744218 0 0.0386283784310023 0.0444037492959841 -0.0245853444757582 -0.0258715971588862
0.76 0.0597380044172701 0 0.0384127500755903 0.0354704013091709 -0.0247984759813261 -0.0247822943157661
0.77 0.0577103471620152 0 0.0381971278476163 0.0397166529485425 -0.0249969000336464 -0.0209245941693882
0.78 0.0556257367615661 0 0.0379816815775033 0.0357714418710631 -0.0251803290655781 -0.025552848496727
0.79 0.0534862304747099 0 0.0377665821070875 0.0420978367384231 -0.0253484907070677 -0.0299448475415217
0.8 0.051293939735846 0 0.0375520011092679 0.0351251957305422 -0.0255011280559532 -0.0207585381794553
0.81 0.0490510280712552 0 0.0373381109068892 0.0409140920759018 -0.0256379999334471 -0.0211757547735981
0.82 0.0467597089639606 0 0.0371250842910394 0.0357070497548977 -0.025758881124047 -0.0283740184856018
0.83 0.0444222436692865 0 0.0369130943389393 0.0408972359155669 -0.0258635625996365 -0.0227134590957884
0.84 0.0420409389832734 0 0.0367023142316063 0.0377205953316234 -0.0259518517275571 -0.0261230885617946
0.85 0.0396181449661478 0 0.0364929170714704 0.0355731124945362 -0.0260235724624452 -0.0235143983766298
0.86 0.0371562526230972 0 0.0362850757001239 0.0380482998078478 -0.0260785655216462 -0.0236945154406913
0.87 0.0346576915446364 0 0.0360789625163847 0.0332446874997959 -0.0261166885440327 -0.0314302045286618
0.88 0.0321249275088948 0 0.035874749294853 0.0328969226640888 -0.0261378162320705 -0.0250212067825091
0.89 0.0295604600481915 0 0.0356726070051395 0.0317224353719547 -0.0261418404769938 -0.0292712221789309
0.9 0.0269668199822982 0 0.0354727056319453 0.0357957739280565 -0.0261286704669643 -0.025469813005308
0.91 0.0243465669208259 0 0.0352752139961711 0.034685227318448 -0.0260982327781108 -0.0280614655981557
0.92 0.0217022867371995 0 0.0350802995772303 0.0327453520006165 -0.0260504714483579 -0.0331274829713106
0.93 0.0190365890167123 0 0.0348881283367442 0.0367725163611302 -0.0259853480339721 -0.0202226101413985
0.94 0.0163521044811808 0 0.0346988645437925 0.0371607780788479 -0.0259028416487706 -0.0293036290793229
0.95 0.01365148239274 0 0.0345126706018902 0.0328237513674831 -0.0258029489859535 -0.0231147135831845
0.96 0.0109373879393409 0 0.0343297068778645 0.0360039867029621 -0.0256856843225393 -0.0223198581053999
0.97 0.00821249960453253 0 0.0341501315327984 0.033541822231123 -0.0255510795063996 -0.0232419059780614
0.98 0.00547950652412161 0 0.033974100355209 0.0345859922494277 -0.0253991839259058 -0.0262539229789959
0.99 0.00274110583232018 0 0.0338017665966259 0.0350545698861077 -0.025230064462219 -0.0308569124597671
1 1.06870594095655e-17 0 0.0336332808097298 0.0247699739336905 -0.0250438054242701 -0.0252070526528926
1.01 -0.00274110583232016 0 0.0334687906892139 0.0321741020905567 -0.0248405084664953 -0.0261296846263421
1.02 -0.00547950652412159 0 0.0333084409155236 0.0299664802205903 -0.0246202924894084 -0.0222718327501751
1.03 -0.00821249960453251 0 0.033152373001629 0.0328123645508189 -0.0243832935231079 -0.0274741974250568
1.04 -0.0109373879393409 0 0.0330007251429818 0.0313552473371482 -0.0241296645938356 -0.0234894775954387
1.05 -0.0136514823927399 0 0.0328536320708049 0.0302864809872271 -0.0238595755737184 -0.020464004408325
1.06 -0.0163521044811809 0 0.0327112249088588 0.0270875272326407 -0.0235732130138408 -0.0267294782471923
1.07 -0.0190365890167123 0 0.0325736310338274 0.0338368568423349 -0.0232707799608161 -0.0180462570726691
1.08 -0.0217022867371995 0 0.0324409739394599 0.0301149399626514 -0.0229524957570347 -0.0247016017870581
1.09 -0.0243465669208259 0 0.0323133731046035 0.0349844294432445 -0.0226185958247892 -0.0172110646836896
1.1 -0.0269668199822982 0 0.0321909438652574 0.0291728034950457 -0.0222693314344891 -0.0189473167996481
1.11 -0.0295604600481915 0 0.0320737972907739 0.0328302247951519 -0.0219049694571946 -0.0190104694163065
1.12 -0.0321249275088948 0 0.0319620400643291 0.0274513061079301 -0.0215257921017132 -0.013537287359853
1.13 -0.0346576915446364 0 0.0318557743677813 0.035520265114243 -0.0211320966365209 -0.0222901337722886
1.14 -0.0371562526230972 0 0.0317550977710303 0.0319060260382341 -0.0207241950967809 -0.0167200439080142
1.15 -0.0396181449661478 0 0.0316601031259879 0.0285449961502834 -0.0203024139767506 -0.0264226625905162
1.16 -0.0420409389832733 0 0.0315708784652626 0.0227792517873538 -0.0198670939078808 -0.0267099891112342
1.17 -0.0444222436692865 0 0.03148750690566 0.0317435873452822 -0.0194185893229249 -0.0204901863288947
1.18 -0.0467597089639605 0 0.0314100665565933 0.0316364528963344 -0.0189572681063897 -0.0214995804773978
1.19 -0.0490510280712552 0 0.031338630433495 0.030444804238095 -0.0184835112316747 -0.0209230782204917
1.2 -0.051293939735846 0 0.0312732663763143 0.0325711263643192 -0.0179977123852566 -0.0209118937828282
1.21 -0.0534862304747099 0 0.0312140369731816 0.0353540116265769 -0.0175002775782913 -0.0140752753733659
1.22 -0.0556257367615661 0 0.0311609994893145 0.028840510443462 -0.0169916247460174 -0.0214275680993263
1.23 -0.0577103471620152 0 0.0311142058012369 0.0288140965085806 -0.0164721833353565 -0.0213953577343299
1.24 -0.0597380044172701 0 0.0310737023363739 0.0304196936761713 -0.0159423938811172 -0.0218579000010549
1.25 -0.0617067074744217 0 0.0310395300180842 0.0277284832495625 -0.0154027075712229 -0.010704410499011
1.26 -0.0636145134612372 0 0.0310117242161836 0.0275231381663645 -0.0148535858013917 -0.0183068730221371
1.27 -0.0654595396035398 0 0.0309903147030071 0.029526122549333 -0.0142954997197089 -0.0133218088210701
1.28 -0.0672399650832797 0 0.0309753256150552 0.0327782644596452 -0.0137289297615413 -0.0108163096945205
1.29 -0.0689540328354617 0 0.0309667754202604 0.0277676019168982 -0.0131543651752539 -0.0164277419758755
1.3 -0.0706000512821564 0 0.030964676890907 0.0324966306319844 -0.0125723035391962 -0.0093284707797168
1.31 -0.0721763960018831 0 0.0309690370822303 0.0271123129120935 -0.011983250270436 -0.0128065289710543
1.32 -0.0736815113327178 0 0.0309798573167176 0.0230813360563974 -0.0113877181257258 -0.0133588457269078
1.33 -0.0751139119075438 0 0.0309971331741242 0.0331957902291753 -0.0107862266951942 -0.0171267148613162
1.34 -0.0764721841199295 0 0.0310208544872168 0.0273585023054295 -0.0101793018892632 -0.0078620310015039
1.35 -0.0777549875191876 0 0.031051005343246 0.0338333402288503 -0.00956747541929743 -0.00666453940974559
1.36 -0.0789610561332376 0 0.0310875640911487 0.0267706455889371 -0.00895128427249904 -0.00659704321413835
1.37 -0.0800891997179679 0 0.0311305033544708 0.0313120559139368 -0.00833127018156564 -0.00864208484856296
1.38 -0.0811383049318629 0 0.0311797900499996 0.0297517025082883 -0.00770797908963639 -0.00578075483693257
1.39 -0.0821073364347364 0 0.0312353854120862 0.0366253644214416 -0.00708196061105389 0.0014278155754483
1.4 -0.0829953379094877 0 0.0312972450226339 0.0301007578547571 -0.00645376748847469 -0.00852920510630714
1.41 -0.0838014330058708 0 0.0313653188467231 0.0353640214901998 -0.00582395504686444 -0.00556499079428589
1.42 -0.0845248262053468 0 0.031439551273838 0.0315323468977532 -0.00519308064491707 -0.00724987314171869
1.43 -0.0851648036061641 0 0.0315198811646533 0.0315614058044311 -0.00456170312443967 -0.00530231755373176
1.44 -0.0857207336278934 0 0.031606241903335 0.0322143410750338 -0.00393038225824687 -0.00518634308395817
1.45 -0.0861920676347216 0 0.0316985614553044 0.0345452502242267 -0.00329967819710989 -0.00270543277141429
1.46 -0.0865783404768888 0 0.0317967624304071 0.0297323493702518 -0.00267015091630662 -0.00816147501952697
1.47 -0.0868791709497349 0 0.0319007621514247 0.0323841698607228 -0.00204235966231908 -0.00184590824342701
1.48 -0.0870942621699032 0 0.0320104727278626 0.0298399444976106 -0.00141686240022481 -0.00652343575151452
1.49 -0.0872234018683274 0 0.0321258011349391 0.0338602410783769 -0.000794215262327859 0.00196738851064739
1.5 -0.0872664625997165 0 0.0322466492977 0.0292433226114748 -0.000174971998573903 -0.00442011312159232
1.51 -0.0872234018683274 0 0.032372914180173 0.0301048346627953 0.000440316570707761 -0.00240882312446353
1.52 -0.0870942621699032 0 0.0325044878794763 0.0323824218606256 0.00105110309919495 0.00260474713020414
1.53 -0.0868791709497349 0 0.0326412577247868 0.0346206392487305 0.00165684425555843 0.00267070691410611
1.54 -0.0865783404768888 0 0.0327831063810704 0.0294722668539949 0.00225700126050853 0.00514825137050142
1.55 -0.0861920676347216 0 0.0329299119574722 0.0313889266715467 0.00285104041937237 0.000665857031245587
1.56 -0.0857207336278934 0 0.0330815481202599 0.0321684911998851 0.00343843364967551 0.00599567430580551
1.57 -0.0851648036061641 0 0.0332378842102074 0.0288448520018328 0.00401865900320728 0.00176172478966685
1.58 -0.0845248262053468 0 0.033398785364304 0.0313220551830736 0.00459120118205393 0.00113401588693106
1.59 -0.0838014330058708 0 0.0335641126416686 0.0337565759635679 0.00515555204809033 0.00425243794904894
1.6 -0.0829953379094877 0 0.0337337231535442 0.0287777307898227 0.00571121112542679 0.00536167290796104
1.61 -0.0821073364347364 0 0.0339074701972439 0.0290561408135358 0.0062576860953149 0.00655107923303127
1.62 -0.0811383049318629 0 0.034085203393918 0.0299690946712695 0.00679449328302378 0.00876299718755223
1.63 -0.0800891997179679 0 0.0342667688300027 0.0396248502985842 0.00732115813620563 0.00506576277411529
1.64 -0.0789610561332376 0 0.0344520092022147 0.0373596951776233 0.00783721569427845 0.00889736067681495
1.65 -0.0777549875191876 0 0.0346407639659451 0.0307663887856262 0.00834221104836225 0.0100049456704034
1.66 -0.0764721841199295 0 0.0348328694869072 0.0385723123920777 0.00883569979131439 0.0045153548320821
1.67 -0.0751139119075438 0 0.0350281591958897 0.0417954305267382 0.00931724845741994 0.00702972011578661
1.68 -0.0736815113327178 0 0.03522646374646 0.0348556990120287 0.00978643495130243 0.00920962262277484
1.69 -0.0721763960018831 0 0.0354276111754636 0.039842690081178 0.0102428489656317 0.00336824193197699
1.7 -0.0706000512821564 0 0.03563142706616 0.036135237750478 0.0106860923872159 0.0051360632462907
1.71 -0.0689540328354617 0 0.0358377347138352 0.0306193626354028 0.0111157796910776 0.00858259250559822
1.72 -0.0672399650832797 0 0.0360463552937255 0.0398134509219273 0.0115315383221227 0.0121548894549602
1.73 -0.0654595396035398 0 0.0362571080310883 0.0370248044763291 0.011933009064028 0.0122774726160898
1.74 -0.0636145134612373 0 0.0364698103732505 0.0340255037119064 0.0123198463949806 0.0106489968601883
1.75 -0.0617067074744218 0 0.0366842781634658 0.0341506198807311 0.0126917188299188 0.0123603408158835
1.76 -0.0597380044172701 0 0.0369003258164082 0.0354392592351689 0.0130483092489371 0.00939296840815534
1.77 -0.0577103471620152 0 0.0371177664951292 0.0336715147348928 0.0133893152115291 0.0140810134163962
1.78 -0.0556257367615661 0 0.0373364122893025 0.0433018785239526 0.0137144492563601 0.0163774632780726
1.79 -0.0534862304747099 0 0.0375560743945819 0.0370996140748473 0.0140234391862712 0.0160135572253379
1.8 -0.051293939735846 0 0.0377765632928938 0.0420579016009417 0.0143160283382351 0.0187115435511907
1.81 -0.0490510280712553 0 0.0379976889334865 0.0403704774366016 0.0145919758379953 0.0185435828296851
1.82 -0.0467597089639605 0 0.0382192609145585 0.033986362039917 0.0148510568391386 0.012489956349902
1.83 -0.0444222436692865 0 0.0384410886652845 0.0419247666404969 0.0150930627463634 0.0138000109033846
1.84 -0.0420409389832733 0 0.0386629816280607 0.0376205124258264 0.0153178014227242 0.0205991413292822
1.85 -0.0396181449661478 0 0.0388847494407892 0.0385618611335902 0.0155250973806472 0.0162395193532628
1.86 -0.0371562526230972 0 0.0391062021190204 0.0389204973262571 0.0157147919565271 0.0180378570841435
1.87 -0.0346576915446363 0 0.039327150237775 0.0420314055868729 0.0158867434687348 0.0179992548927826
1.88 -0.0321249275088948 0 0.0395474051128644 0.0334528005684792 0.0160408273588775 0.0172110880182382
1.89 -0.0295604600481915 0 0.0397667789815319 0.0414495744930341 0.0161769363161731 0.0157584703731827
1.9 -0.0269668199822982 0 0.0399850851822345 0.0370075238316764 0.016294980384815 0.0166677839967603
1.91 -0.0243465669208259 0 0.0402021383333894 0.0411365499811322 0.0163948870542216 0.0165818316109829
1.92 -0.0217022867371996 0 0.0404177545109076 0.0399428421715055 0.0164766013320807 0.0181077006247669
1.93 -0.0190365890167124 0 0.040631751424339 0.0455869215245183 0.0165400858001168 0.0154610285855937
1.94 -0.0163521044811809 0 0.040843948591456 0.0417698112211266 0.0165853206525263 0.0213364949761285
1.95 -0.01365148239274 0 0.0410541675111016 0.040890541891712 0.0166123037170414 0.0226619186275508
1.96 -0.0109373879393409 0 0.0412622318341332 0.0396087240430497 0.0166210504586028 0.0160357514079836
1.97 -0.00821249960453258 0 0.0414679675322911 0.0445123885803625 0.0166115939656365 0.0149588396563282
1.98 -0.00547950652412158 0 0.041671203064826 0.0402979600216272 0.0165839849189488 0.0200830487569612
1.99 -0.00274110583232019 0 0.041871769542721 0.0391976591118575 0.0165382915432686 0.0137603960589178
2 -2.1374118819131e-17 0 0.0420695008903451 0.0402222432176364 0.0164745995414865 0.0116704316311417
2.01 0.00274110583232023 0 0.0422642340043789 0.0380850355085001 0.0163930120116536 0.0209560431837222
2.02 0.00547950652412154 0 0.0424558089098553 0.0468280988482681 0.0162936493468224 0.0188452954283022
2.03 0.00821249960453254 0 0.0426440689131612 0.0458734933621478 0.0161766491178288 0.0124472884500742
2.04 0.0109373879393409 0 0.0428288607518488 0.0433732737787558 0.0160421659391299 0.0148803644387398
2.05 0.0136514823927399 0 0.0430100347411081 0.0427306918239517 0.0158903713178304 0.0188643568569912
2.06 0.0163521044811808 0 0.0431874449167566 0.0391262315151872 0.0157214534860456 0.0134087497858732
2.07 0.0190365890167122 0 0.0433609491746045 0.0432553188783581 0.0155356172167671 0.0196497070108361
2.08 0.0217022867371995 0 0.0435304094060572 0.0484842465631401 0.0153330836234121 0.0160240603662881
2.09 0.0243465669208259 0 0.0436956916298218 0.0420985269642682 0.0151140899432543 0.0215418362480397
2.1 0.0269668199822981 0 0.0438566661195867 0.0445886812408531 0.0148788893049491 0.0124165144931777
2.11 0.0295604600481914 0 0.0440132075275489 0.0417368480989859 0.0146277504803837 0.0149040603840985
2.12 0.0321249275088948 0 0.044165195003666 0.0459257777541298 0.0143609576210952 0.0137469523738967
2.13 0.0346576915446363 0 0.0443125123105154 0.0420711650193413 0.014078809979518 0.015326039669656
2.14 0.0371562526230972 0 0.0444550479336474 0.0509946405138395 0.0137816216153341 0.0198683578410283
2.15 0.0396181449661477 0 0.0445926951873221 0.0448281382900436 0.0134697210872173 0.0150837137521997
2.16 0.0420409389832734 0 0.0447253523155272 0.0449257134524422 0.013143451130274 0.0121473220404746
2.17 0.0444222436692865 0 0.0448529225881746 0.0468126249215308 0.0128031683194993 0.00981777956943342
2.18 0.0467597089639606 0 0.044975314392383 0.0433157368154527 0.0124492427195806 0.00882143583531352
2.19 0.0490510280712553 0 0.0450924413187535 0.0441000210150968 0.0120820575213935 0.00558921431067998
2.2 0.0512939397358461 0 0.0452042222425561 0.0399497524578492 0.011702008665549 0.0103770462878067
2.21 0.0534862304747099 0 0.045310581399743 0.0429571303374816 0.011309504453363 0.00632832722445968
2.22 0.0556257367615661 0 0.0454114484577173 0.0435860872421596 0.0109049651456323 0.0156860455048515
2.23 0.0577103471620152 0 0.0455067585807837 0.0429541745708808 0.010488822549612 0.00990904377857277
2.24 0.0597380044172701 0 0.0455964524902184 0.0468621490941138 0.0100615195946026 0.00913050181615911
2.25 0.0617067074744217 0 0.0456804765188979 0.0457440974591922 0.00962350989656546 0.00421118329605374
2.26 0.0636145134612373 0 0.0457587826604334 0.0453516895077064 0.00917525731219485 0.0118121092894588
2.27 0.0654595396035398 0 0.0458313286127601 0.035756651012177 0.00871723548288824 0.00449618146060945
2.28 0.0672399650832797 0 0.0458980778161407 0.0450028243296963 0.00824992736906341 0.00339499655519336
2.29 0.0689540328354617 0 0.0459589994855436 0.0450881602260807 0.00777382477528229 0.0153224791080677
2.3 0.0706000512821564 0 0.046014068637364 0.0440017939773383 0.00728942786664998 0.00732555345049112
2.31 0.0721763960018831 0 0.0460632661104619 0.0488105174218236 0.00679724467696588 0.00765913682535679
2.32 0.0736815113327178 0 0.0461065785814949 0.0509559648259409 0.00629779060911225 0.0027487567984596
2.33 0.0751139119075438 0 0.0461439985745317 0.0496930138292413 0.00579158792817309 0.0112942125213929
2.34 0.0764721841199295 0 0.0461755244649352 0.046344875097434 0.00527916524778333 0.00841604599461227
2.35 0.0777549875191876 0 0.046201160477513 0.0387742257965926 0.0047610570102152 -0.00257517815885675
2.36 0.0789610561332376 0 0.0462209166789343 0.0487819583491048 0.00423780296071448 0.00456923792454204
2.37 0.0800891997179679 0 0.046234808964423 0.0449750191846275 0.00370994761660551 0.00606726870024658
2.38 0.0811383049318629 0 0.0462428590387386 0.0440763745196953 0.00317803973168855 -0.000488382873497402
2.39 0.0821073364347364 0 0.0462450943914629 0.0494632906952042 0.00264263175645783 0.00639402663908314
2.4 0.0829953379094877 0 0.0462415482666187 0.0417795878613804 0.00210427929467316 0.00256237603730263
2.41 0.0838014330058709 0 0.0462322596266473 0.0514037610068984 0.0015635405568208 0.00200498837764063
2.42 0.0845248262053468 0 0.0462172731107833 0.0477389232871546 0.00102097581100316 0.000916719537443396
2.43 0.0851648036061641 0 0.0461966389878649 0.0479073962708515 0.000477146831798922 -0.00128704124210848
2.44 0.0857207336278934 0 0.0461704131036274 0.0502295831222039 -6.7383652362687e-05 -0.00319873569595108
2.45 0.0861920676347216 0 0.0461386568225315 0.0427586392974268 -0.00061205251276812 -0.0011939022925445
2.46 0.0865783404768888 0 0.0461014369641835 0.0483747501147473 -0.00115629677438021 -0.00080040682273798
2.47 0.0868791709497349 0 0.0460588257344095 0.0439489453503505 -0.00169955416964672 -0.00719192163077015
2.48 0.0870942621699032 0 0.0460109006510522 0.0407440937061571 -0.00224126369161037 0.000270290905803537
2.49 0.0872234018683274 0 0.0459577444645623 0.0445331946983304 -0.00278086614577462 -0.00195781939282134
2.5 0.0872664625997165 0 0.0458994450734638 0.0439730116391647 -0.00331780470018079 -0.00771360909930461
2.51 0.0872234018683274 0 0.045836095434775 0.0487857668020161 -0.00385152543315363 -0.00640222077289245
2.52 0.0870942621699032 0 0.0457677934694746 0.0441684091696277 -0.00438147787817516 0.000205292175863932
2.53 0.0868791709497349 0 0.0456946419631057 0.0477174873865144 -0.00490711556534898 -0.00256673407099116
2.54 0.0865783404768888 0 0.0456167484616145 0.0433252408089875 -0.00542789655892092 -0.00801305826488161
2.55 0.0861920676347216 0 0.0455342251625276 0.0445878024312838 -0.00594328399032573 -0.00766697166542092
2.56 0.0857207336278934 0 0.0454471888015749 0.0468978988070547 -0.00645274658623374 -0.00801261550668553
2.57 0.0851648036061641 0 0.0453557605348684 0.0445212311305714 -0.00695575919107673 -0.0111615621496102
2.58 0.0845248262053468 0 0.0452600658167547 0.0435483637913364 -0.00745180328353724 -0.00614182138734568
2.59 0.0838014330058708 0 0.0451602342734605 0.0470875845083912 -0.00794036748649185 -0.0109177446744542
2.6 0.0829953379094877 0 0.0450563995726559 0.0463324619624289 -0.00842094806990535 -0.00895262730457555
2.61 0.0821073364347364 0 0.0449486992890634 0.0458088447716955 -0.00889304944617946 -0.00827080457687948
2.62 0.0811383049318629 0 0.0448372747662461 0.0477549951015378 -0.00935618465746754 -0.00869640570093852
2.63 0.080089199717968 0 0.04472227097471 0.0482095622215185 -0.00980987585447442 -0.0121959911818567
2.64 0.0789610561332376 0 0.0446038363664618 0.0410187472595516 -0.0102536547662689 -0.00470808357777502
2.65 0.0777549875191876 0 0.0444821227261631 0.0389177614850089 -0.0106870631606456 -0.00651797491037063
